
Generation: 0,  Sequence Type: fixed, Cycle Time: 0:34:06.053000  Elite Average Lines Cleared in 1 Games: 9
Elsie Watkins, Age: 0 Weights: [-0.6869749240575154, -0.24052386341147902, -0.5167170790976963, 0.8754186459576236, -0.33346186607477635, -0.766024337706636, 0.21926990556980286, -0.901862737896364, -0.5845748058774356, 0.2752287368167319, 0.08558278387548834, -0.8874624564636511, -0.002786054238570923] - Lines Cleared:55
Buster Clarke, Age: 0 Weights: [-0.9961177092860198, -0.8801752113512578, -0.9122035275333262, 0.8756150136274445, -0.4321391654430169, 0.41529142126607765, -0.268657699948879, -0.533453326240283, 0.4791446963975985, 0.292179450819708, 0.359482802807233, -0.5356175145962616, -0.05756663119573413] - Lines Cleared:24
Bobby Robertson, Age: 0 Weights: [-0.9163974444047309, -0.357677730310616, -0.4332034760221253, 0.6171026068687799, 0.6843694830698477, -0.6185426471548265, -0.32367849730027, -0.7386517494801941, 0.1637834401981415, 0.009018968019394613, -0.39208029227984476, 0.5508825647836038, 0.7205415130201449] - Lines Cleared:20
Louis Rogoff, Age: 0 Weights: [-0.8547896808501352, -0.6729374563129489, -0.8950196798755252, -0.6894026144983836, -0.9442654502003232, 0.02102510798013224, -0.6563017271001181, -0.7331454692834372, 0.06250421264902761, -0.3806597796747291, -0.8470341258001874, -0.7774382252402376, 0.562334916799156] - Lines Cleared:20
Debora Mick, Age: 0 Weights: [0.11290333698895916, -0.7484209674885209, -0.1899207961756324, 0.6666782089588088, -0.9375500794240026, -0.765811253428069, 0.09922984203594365, -0.44766956787484546, 0.21793795009150974, -0.5652020525570807, -0.8300594383045752, 0.9334227026321138, 0.795836238765468] - Lines Cleared:19
Dawn Banister, Age: 0 Weights: [-0.72158581798568, -0.8683796453167156, -0.8747269931614536, -0.5833850660849647, -0.5418185694977904, 0.28673061935934907, -0.16128498430661287, -0.8350784665260971, 0.22678367237828656, -0.2183887069979633, -0.9524291169441823, -0.5522828564465114, 0.7566257704991854] - Lines Cleared:18
Ahmed Dewispelaere, Age: 0 Weights: [-0.8119937802678481, -0.09187325046069916, -0.3434872807561171, 0.577726817858923, -0.8348533658008808, -0.13709278648575673, 0.13597696630643852, -0.23376194075354406, -0.5976781981607371, 0.6709290923029578, -0.8948722130696933, 0.9858030838287388, 0.6153662303282985] - Lines Cleared:18
Clifton Smith, Age: 0 Weights: [-0.879331479174088, -0.7128323430585235, -0.60494985297521, 0.5494938232308457, 0.9032690523834779, -0.8033377086997888, 0.391473962885418, -0.869793719589101, -0.3460901578318043, -0.18942272565328988, -0.2894526829523112, -0.7011607280245724, -0.1007904094679477] - Lines Cleared:17
Kathy Hamill, Age: 0 Weights: [-0.4646929095736738, -0.21716741154952834, 0.16316646043762972, -0.8789110083059091, -0.9461776644110202, -0.3333369902676937, -0.6211981367109383, -0.5563356327894151, -0.9786415121688319, -0.37561825939335347, 0.19254324221284924, -0.719365277468706, 0.9264117500273774] - Lines Cleared:15
Paula Freas, Age: 0 Weights: [-0.5259823691789274, -0.19251398948839382, -0.4452008590335701, 0.7769489045032492, -0.029938687000262698, -0.40352327131746746, -0.9083573955264466, -0.43282109809096525, 0.1267679952159937, -0.2399799525401478, -0.2451850792207746, 0.6182262633717763, 0.1542945583966402] - Lines Cleared:15
Mark Miller, Age: 0 Weights: [0.1552277955283492, -0.45620801145278755, -0.11140917138870399, 0.4097571892062166, -0.48156127759629874, -0.0060949453159091505, 0.5941836793307345, -0.47326765017198236, 0.47190786583005373, 0.5257172069293363, -0.9365303412593509, 0.5276571761284261, 0.058739324331080534] - Lines Cleared:14
Joseph Rice, Age: 0 Weights: [-0.9190835412294176, -0.8848899490498774, -0.4111189223313494, 0.6694199046733098, -0.25888493571955884, -0.9165132266631333, 0.5977509295819257, -0.13083603463346316, 0.4278938379851973, 0.6399589602648876, -0.5949552361949098, -0.3897845223493288, 0.5064299007172213] - Lines Cleared:14
Corina Vela, Age: 0 Weights: [-0.7199812652606459, 0.1032733662377372, -0.9284090302509815, -0.5464070420716156, 0.03561832376199692, -0.6511334433496179, -0.21068084543810373, -0.7990336549215045, -0.5886856144817185, -0.5261466454153325, -0.27314010596455685, -0.9207787786397399, -0.8084872404588483] - Lines Cleared:14
Darryl Bradley, Age: 0 Weights: [-0.4498501691784562, -0.7645816243568284, 0.02235929218538235, -0.13113090951163908, -0.5290557781955474, 0.37537490987937105, 0.4220298185966038, -0.9393337726962567, -0.6031656387876805, 0.3952384141808061, 0.6747105651409413, 0.7763065185102065, -0.9616197108223783] - Lines Cleared:13
Patrick Dunaway, Age: 0 Weights: [-0.6183794325521332, -0.04917628500368232, 0.48236787663260094, -0.8734832309535352, -0.464518980606462, -0.4626072301733182, -0.9537436706469495, -0.9545854082783025, -0.2222114048804742, 0.8517908324224095, -0.29131835641565207, -0.452980470946988, 0.6795321559858027] - Lines Cleared:13
George Brown, Age: 0 Weights: [-0.7710083094749152, -0.40133088138907547, 0.10840925565028425, 0.7192651351218318, -0.4578926150847824, -0.45452521999388096, 0.7181023028957707, -0.19038637357570032, -0.3315508216225298, -0.7490334254538757, -0.5582832071613839, -0.3817209687264256, 0.36196921580724406] - Lines Cleared:12
Caleb Henson, Age: 0 Weights: [-0.8483343825219656, -0.8841683517080137, -0.7076706557135188, 0.2375080809153316, -0.867125274662988, 0.09598815662614357, 0.041515268826187945, -0.5050076706138866, 0.6652516156229515, 0.474892122516283, 0.48983076872703135, 0.5338208443483992, -0.6557783323593211] - Lines Cleared:12
