
 Cross Type: uniform, Selection Type: roulette, Crossover Rate: 1.0, Mutation Rate: 0.3 , Replacement Per Cycle: 90

Generation: 0,  Sequence Type: random, Cycle Time: 0:19:15.478000  Elite Average Lines Cleared in 5 Games: 139
Carolyn Hall, Age: 0 Weights: [-0.4479372665588286, -0.22892219491608198, -0.38257797763920093, -0.024278070109003597, -0.311115873558987, -0.39647573568128547, -0.4285381996347848, -0.15164597014224518, 0.0964355205423478, -0.04743145617900969, -0.3481023703858975, 0.08148068938761266] - Lines Cleared:382
Hans Espinosa, Age: 0 Weights: [-0.4450335166945626, 0.009486717820229591, -0.3107115736291982, 0.3371550377653074, -0.2918005136457545, 0.02841903727053954, -0.48590267873791076, -0.17304993510911507, -0.3681437507448584, -0.12532398161139283, 0.17147624678866757, -0.24289312514849296] - Lines Cleared:292
Mildred Lomax, Age: 0 Weights: [-0.5618933268333602, -0.2212162936223249, 0.3002085591555196, -0.18680526020347055, 0.19483891949645776, -0.15155456988681146, 0.3966648966014225, -0.4148402831545044, -0.284317150354395, -0.1579871704183858, 0.03328086825340766, 0.11422591362916845] - Lines Cleared:191
Paula Maupin, Age: 0 Weights: [-0.46701555374833276, -0.05016346584816928, 0.26460490365073464, -0.048130438835855716, 0.09047916014472003, -0.4082767232494091, -0.31716252769282444, -0.438970158197815, 0.07035208058783547, 0.3614976618242849, -0.3011145097853226, 0.11218133709975468] - Lines Cleared:99
Niesha Horton, Age: 0 Weights: [-0.09386030359720349, -0.10934477277466918, -0.4722069087881212, 0.2934124608201676, -0.3546172826076569, -0.2353636646658515, 0.20513853598770587, -0.5534343316221096, -0.01573787031069689, -0.11763031173627063, 0.09328108024865751, 0.34330299494193683] - Lines Cleared:98
Brett Pregler, Age: 0 Weights: [-0.14771395321102518, -0.412657672017205, 0.1740289746214117, 0.3631349361728424, -0.062087527610395585, -0.45295971087122, -0.043445604804934056, -0.4268362860573657, -0.3278855273106006, -0.01862573087548708, 0.37090217545134435, 0.08492826867844595] - Lines Cleared:91
Robert Frost, Age: 0 Weights: [-0.31767624794056254, -0.3183154139860985, 0.18956329245654072, -0.2666509258783195, 0.15320315972186352, -0.40524378746191664, -0.39575879224000066, -0.29411955056105626, 0.19416633172190256, -0.15909647724167017, 0.4171898981620713, -0.15111389392859825] - Lines Cleared:80
William Rivera, Age: 0 Weights: [-0.022019914296318853, 0.20598935504737023, -0.1349929393874278, -0.306467018537512, -0.16562226640310307, -0.13742228468987053, 0.09285303086735233, -0.4735184715925499, 0.3407050415205501, -0.39144117906406645, -0.46550427204937855, 0.28245527933910475] - Lines Cleared:60
Clair Spiers, Age: 0 Weights: [-0.5141335957838612, -0.0053105453790234835, 0.04338205906225527, -0.381531703038348, -0.20379365201346963, 0.2729168388976899, -0.17972758121533847, -0.20850294880469294, -0.6012503756597837, 0.11841338518527017, 0.11751575062631814, 0.08405574335115253] - Lines Cleared:55
Pamella Parnell, Age: 0 Weights: [0.20471752341398095, -0.17166550382447524, -0.4281327990230539, -0.37281287402198104, 0.16476376614938149, -0.010148906522045637, -0.45515144106422656, -0.3107241515188777, -0.27323635077334263, -0.19638389709263365, -0.3117422869896606, -0.2548806274906631] - Lines Cleared:47
Casie Hardy, Age: 0 Weights: [0.39456116205497294, -0.2982078668847456, 0.2066152878959075, -0.2441040253700694, -0.47418952640249473, -0.04829469109214779, -0.1544237303973852, -0.33270719403619353, -0.24836281456998405, -0.4453466977855453, -0.06628423734884575, -0.16424581124149565] - Lines Cleared:45
James Boyle, Age: 0 Weights: [-0.11511154502745397, -0.40230764621224646, 0.11219413700910821, -0.36788737270243554, -0.41447380078049545, -0.27040562553678466, -0.31689068815939153, -0.25876196942239793, -0.16487670404296054, 0.30054928463244723, -0.023777031764101123, -0.3828896713701192] - Lines Cleared:33
Nathan Brooks, Age: 0 Weights: [0.3283878414060523, -0.3847976002922263, -0.28362792024559164, 0.280957471538899, 0.2793321596441057, -0.3095906534264336, -0.22658184742137888, -0.41105577044513064, -0.2844849134021746, -0.14099729021855584, 0.22067835385059067, -0.2025351542608101] - Lines Cleared:28
Louise Young, Age: 0 Weights: [0.2249418382435707, -0.3978476579599297, 0.1748417532988822, 0.3023175266402004, -0.3047652925684161, -0.12972123101816566, -0.2982111021032998, -0.24907826679485015, -0.483026207913036, 0.08750339823292788, 0.3953166712119354, -0.10595813486142204] - Lines Cleared:28
Aaron Mcmillian, Age: 0 Weights: [-0.42943462272344723, -0.26235091377542724, 0.14993970824264646, 0.35959823382584477, 0.34417834054395524, -0.10689611570802396, -0.212718879449783, -0.13894214942253325, 0.38681447685254466, -0.4046456809556726, -0.2533732014843031, 0.15153811040870263] - Lines Cleared:26
Harold Merritt, Age: 0 Weights: [-0.42624114488425985, -0.2823968702547452, 0.4849971514748389, 0.4822966610712731, 0.12394759904583513, -0.019646623769924626, -0.2273283338296251, -0.14621687320646698, -0.3755743148065505, -0.028820983655508763, -0.12715356179390286, 0.15452152611821823] - Lines Cleared:14
John Peterson, Age: 0 Weights: [-0.30996936164817757, -0.09303106036985952, -0.15777184745525266, -0.46348632264496015, -0.3931749972117221, 0.42915631744075494, -0.04165565138452989, -0.3051349282880795, 0.3410115006849008, -0.22123104238443592, 0.061165217602546576, -0.23016352224855627] - Lines Cleared:14
